"Resume your meeting if media content is disconnected.",,"Συνεχίστε τη σύσκεψή σας σε περίπτωση που αποσυνδεθεί το περιεχόμενο των πολυμέσων.",,"None",,"All",,"Skype for Business for iOS",,""
"Automatically Rejoin meeting",,"Αυτόματη επανάληψη συμμετοχής στη σύσκεψη",,"None",,"All",,"Skype for Business for iOS",,""
"Auto-Detect Server",,"Αυτόματος εντοπισμός",,"None",,"All",,"Skype for Business for iOS",,""
"We are trying to reconnect your call.",,"Προσπαθούμε να επανασυνδέσουμε την κλήση σας.",,"None",,"All",,"Skype for Business for iOS",,""
"Available",,"Διαθέσιμος-η",,"None",,"All",,"Skype for Business for iOS",,""
"Away",,"Λείπω",,"None",,"All",,"Skype for Business for iOS",,""
"Back",,"Πίσω",,"None",,"All",,"Skype for Business for iOS",,""
"Be Right Back",,"Επιστρέφω αμέσως",,"None",,"All",,"Skype for Business for iOS",,""
"Blocked",,"Αποκλεισμένος-η",,"None",,"All",,"Skype for Business for iOS",,""
"Busy",,"Απασχολημένος-η",,"None",,"All",,"Skype for Business for iOS",,""
"Busy Inactive",,"Απασχολημένος-η (ανενεργός-ή)",,"None",,"All",,"Skype for Business for iOS",,""
"Learn More",,"Μάθετε περισσότερα",,"None",,"All",,"Skype for Business for iOS",,""
"Help Skype for Business be even better by sending anonymous usage data to Microsoft.",,"Βοηθήστε το Skype για επιχειρήσεις να βελτιωθεί ακόμη περισσότερο, στέλνοντας ανώνυμες πληροφορίες χρήσης στη Microsoft.",,"None",,"All",,"Skype for Business for iOS",,""
"Hide chat",,"Απόκρυψη συνομιλίας",,"None",,"All",,"Skype for Business for iOS",,""
"Hide sidebar",,"Απόκρυψη πλαϊνής στήλης",,"None",,"All",,"Skype for Business for iOS",,""
"%lu participants - %@",,"%lu συμμετέχοντες - %@",,"None",,"All",,"Skype for Business for iOS",,""
"%lu participant - %@",,"%lu συμμετέχων - %@",,"None",,"All",,"Skype for Business for iOS",,""
"Show chat",,"Εμφάνιση συνομιλίας",,"None",,"All",,"Skype for Business for iOS",,""
"Show sidebar",,"Εμφάνιση πλαϊνής στήλης",,"None",,"All",,"Skype for Business for iOS",,""
"Conversation",,"Συνομιλία",,"None",,"All",,"Skype for Business for iOS",,""
"calendar",,"ημερολόγιο",,"None",,"All",,"Skype for Business for iOS",,""
"From %1$@ %2$@ %3$@",,"Από %1$@ %2$@ %3$@",,"None",,"All",,"Skype for Business for iOS",,""
"from %1$@ to %2$@",,"από %1$@ έως %2$@",,"None",,"All",,"Skype for Business for iOS",,""
"to %1$@ %2$@",,"έως %1$@ %2$@",,"None",,"All",,"Skype for Business for iOS",,""
"Call Back",,"Επιστρ. κλήσης",,"None",,"All",,"Skype for Business for iOS",,""
"Call %@",,"Κλήση του χρήστη %@",,"None",,"All",,"Skype for Business for iOS",,""
"Call ended - %@ [Duration: %@]",,"Η κλήση τερματίστηκε - %@ [Διάρκεια: %@]",,"None",,"All",,"Skype for Business for iOS",,""
"Call ended - %@ [Missed]",,"Η κλήση τερματίστηκε - %@ [Αναπάντητη]",,"None",,"All",,"Skype for Business for iOS",,""
"Call forwarding",,"Προώθηση κλήσεων",,"None",,"All",,"Skype for Business for iOS",,""
"Home: %@",,"Οικία: %@",,"None",,"All",,"Skype for Business for iOS",,""
"Skype for Business Call",,"Κλήση Skype για επιχειρήσεις",,"None",,"All",,"Skype for Business for iOS",,""
"Mobile: %@",,"Κινητό: %@",,"None",,"All",,"Skype for Business for iOS",,""
"Other: %@",,"Άλλο: %@",,"None",,"All",,"Skype for Business for iOS",,""
"Call started - %@",,"Η κλήση ξεκίνησε - %@",,"None",,"All",,"Skype for Business for iOS",,""
"Connected",,"Συνδεδεμένοι",,"None",,"All",,"Skype for Business for iOS",,""
"Connected via PSTN",,"Σύνδεση μέσω PSTN",,"None",,"All",,"Skype for Business for iOS",,""
"Connecting...",,"Γίνεται σύνδεση...",,"None",,"All",,"Skype for Business for iOS",,""
"On Hold",,"Σε αναμονή",,"None",,"All",,"Skype for Business for iOS",,""
"Hold",,"Αναμονή",,"None",,"All",,"Skype for Business for iOS",,""
"Server is calling. Please wait.",,"Ο διακομιστής πραγματοποιεί κλήση. Περιμένετε.",,"None",,"All",,"Skype for Business for iOS",,""
"Transferring",,"Μεταφορά",,"None",,"All",,"Skype for Business for iOS",,""
"Work: %@",,"Εργασία: %@",,"None",,"All",,"Skype for Business for iOS",,""
"Call for %@",,"Κλήση του χρήστη %@",,"None",,"All",,"Skype for Business for iOS",,""
"Call via Work",,"Κλήση από το γραφείο",,"None",,"All",,"Skype for Business for iOS",,""
"You’ve joined from %1$@",,"Έχετε συνδεθεί από τον αριθμό %1$@",,"None",,"All",,"Skype for Business for iOS",,""
"You've joined from %1$@.",,"Συμμετέχετε από το %1$@.",,"None",,"All",,"Skype for Business for iOS",,""
"Connecting...\n Answer the next incoming call.",,"Γίνεται σύνδεση...\n Απαντήσετε στην επόμενη εισερχόμενη κλήση.",,"None",,"All",,"Skype for Business for iOS",,""
"You can't make a Skype for Business call because you’re offline. Try calling from your mobile number.",,"Δεν είναι δυνατή η κλήση μέσω Skype για επιχειρήσεις, επειδή βρίσκεστε εκτός σύνδεσης. Δοκιμάστε να καλέσετε από τον αριθμό του κινητού σας.",,"None",,"All",,"Skype for Business for iOS",,""
"You can't make a Skype for Business call because you're offline.",,"Δεν μπορείτε να κάνετε κλήση Skype για επιχειρήσεις γιατί είστε εκτός σύνδεσης.",,"None",,"All",,"Skype for Business for iOS",,""
"This might take up to 30 seconds",,"Αυτό ενδέχεται να διαρκέσει έως και 30 δευτερόλεπτα",,"None",,"All",,"Skype for Business for iOS",,""
"Calling you back on %@",,"Επιστροφή κλήσης στον αριθμό %@",,"None",,"All",,"Skype for Business for iOS",,""
"Camera Access",,"Πρόσβαση στην κάμερα",,"None",,"All",,"Skype for Business for iOS",,""
"You have disabled access to the camera. After this call, you can address this by visiting your iOS settings, scrolling to Business, and turning on access to the Camera.",,"Έχετε απενεργοποιήσει την πρόσβαση στην κάμερα. Μετά από αυτή την κλήση, μπορείτε να αντιμετωπίσετε αυτό το ζήτημα, μεταβαίνοντας στις ρυθμίσεις iOS, επιλέγοντας το Skype για επιχειρήσεις και ενεργοποιώντας την πρόσβαση στην κάμερα.",,"None",,"All",,"Skype for Business for iOS",,""
"To share your video in calls and meetings, change your settings to allow Skype for Business to access your camera.",,"Για κοινοποίηση του βίντεό σας σε κλήσεις και συσκέψεις, αλλάξτε τις ρυθμίσεις για να επιτρέψετε στο Skype για επιχειρήσεις να έχει πρόσβαση στην κάμερά σας.",,"None",,"All",,"Skype for Business for iOS",,""
"This message is rights-managed. Tap Play to receive a call to hear it.",,""Αυτό το μήνυμα υπόκειται σε διαχείριση δικαιωμάτων. Πατήστε ""Αναπαραγωγή"" για να το ακούσετε."",,"None",,"All",,"Skype for Business for iOS",,""
"We can't play this message. Tap Play to receive a call to hear it.",,""Δεν είναι δυνατή η αναπαραγωγή αυτού του μηνύματος. Πατήστε ""Αναπαραγωγή"", για να λάβετε μια κλήση και να το ακούσετε."",,"None",,"All",,"Skype for Business for iOS",,""
"We can't play this message. Please check your network connection and try again later.",,"Δεν μπορούμε να κάνουμε αναπαραγωγή του μηνύματος. Ελέγξτε τη σύνδεση δικτύου σας και δοκιμάστε ξανά αργότερα.",,"None",,"All",,"Skype for Business for iOS",,""
"Cancel",,"Άκυρο",,"None",,"All",,"Skype for Business for iOS",,""
"Cancel sign-in",,"Ακύρωση εισόδου",,"None",,"All",,"Skype for Business for iOS",,""
"We can’t get the group members right now. Try again later.",,"Δεν είναι δυνατή η λήψη των μελών ομάδας. Δοκιμάστε ξανά αργότερα.",,"None",,"All",,"Skype for Business for iOS",,""
"Normal carrier and roaming charges may apply to calls.\n\nYou can change the dial-in number if needed.",,"Ενδέχεται να ισχύουν κανονικές χρεώσεις εταιρειών κινητής τηλεφωνίας και χρεώσεις περιαγωγής.\n\nΜπορείτε να αλλάξετε τον αριθμό κλήσης σύνδεσης αν χρειαστεί.",,"None",,"All",,"Skype for Business for iOS",,""
"Normal carrier and roaming charges may apply to calls.",,"Στις κλήσεις ενδέχεται να ισχύουν κανονικές χρεώσεις εταιρειών κινητής τηλεφωνίας και χρεώσεις περιαγωγής.",,"None",,"All",,"Skype for Business for iOS",,""
"Carrier Charges",,"Xρεώσεις εταιρειών κινητής τηλεφωνίας",,"None",,"All",,"Skype for Business for iOS",,""
"Cellular",,"Δίκτυο κινητής τηλεφωνίας",,"None",,"All",,"Skype for Business for iOS",,""
"We will always call you on %@",,"Πάντα θα σάς καλούμε στο %@",,"None",,"All",,"Skype for Business for iOS",,""
"%@ - Change",,"%@ - Αλλαγή",,"None",,"All",,"Skype for Business for iOS",,""
"Current Call",,"Τρέχουσα κλήση",,"None",,"All",,"Skype for Business for iOS",,""
"Current Call, %@",,"Τρέχουσα κλήση, %@",,"None",,"All",,"Skype for Business for iOS",,""
"Meeting",,"Σύσκεψη",,"None",,"All",,"Skype for Business for iOS",,""
"Meeting, %@",,"Σύσκεψη, %@",,"None",,"All",,"Skype for Business for iOS",,""
"Missed Call",,"Αναπάντητη κλήση",,"None",,"All",,"Skype for Business for iOS",,""
"Missed Video Call",,"Αναπάντητη κλήση βίντεο",,"None",,"All",,"Skype for Business for iOS",,""
"Phone Call",,"Τηλεφωνική κλήση",,"None",,"All",,"Skype for Business for iOS",,""
"Video Call",,"Κλήση βίντεο",,"None",,"All",,"Skype for Business for iOS",,""
"FYI: This list is full. The oldest conversations will be removed as new ones are added.",,"Πληροφοριακά: Αυτή η λίστα είναι πλήρης. Οι παλαιότερες συνομιλίες θα καταργούνται καθώς προστίθενται νέες.",,"None",,"All",,"Skype for Business for iOS",,""
"Clear",,"Απαλοιφή",,"None",,"All",,"Skype for Business for iOS",,""
"Close",,"Κλείσιμο",,"None",,"All",,"Skype for Business for iOS",,""
"Delete Conversation",,"Διαγραφή συνομιλίας",,"None",,"All",,"Skype for Business for iOS",,""
"%@ wants to start presenting",,"Ο χρήστης %@ θέλει να ξεκινήσει παρουσίαση",,"None",,"All",,"Skype for Business for iOS",,""
"Sorry, we can't play the media in this presentation.",,"Δεν μπορούμε να αναπαραγάγουμε το πολυμέσο σε αυτήν την παρουσίαση.",,"None",,"All",,"Skype for Business for iOS",,""
"Collaboration",,"Συνεργασία",,"None",,"All",,"Skype for Business for iOS",,""
"Group %@, Collapsed",,"Ομάδα %@, συμπτυγμένη",,"None",,"All",,"Skype for Business for iOS",,""
"Double-tap to expand.",,"Διπλό κτύπημα για ανάπτυξη.",,"None",,"All",,"Skype for Business for iOS",,""
"Company",,"Εταιρεία",,"None",,"All",,"Skype for Business for iOS",,""
"Conference Call",,"Κλήση διάσκεψης",,"None",,"All",,"Skype for Business for iOS",,""
"You have participants waiting in the Lobby.",,"Υπάρχουν συμμετέχοντες στο χώρο αναμονής.",,"None",,"All",,"Skype for Business for iOS",,""
"A presenter muted you.",,"Ένας παρουσιαστής σάς έθεσε σε σίγαση.",,"None",,"All",,"Skype for Business for iOS",,""
"A presenter wants you to unmute yourself.",,"Ένας παρουσιαστής θέλει να διακόψετε τη σίγασή σας μόνοι σας.",,"None",,"All",,"Skype for Business for iOS",,""
"A presenter turned off meeting IM.",,"Ένας παρουσιαστής απενεργοποίησε τα άμεσα μηνύματα σύσκεψης.",,"None",,"All",,"Skype for Business for iOS",,""
"A presenter turned on meeting IM.",,"Ένας παρουσιαστής ενεργοποίησε τα άμεσα μηνύματα σύσκεψης.",,"None",,"All",,"Skype for Business for iOS",,""
"Restarting this conversation will send a new invite to everyone who was in it.",,"Η επανεκκίνηση αυτής συνομιλίας θα στείλει μια νέα πρόσκληση σε όλους όσοι συμμετείχαν.",,"None",,"All",,"Skype for Business for iOS",,""
"You're disconnected from the meeting. Tap below to rejoin.",,"Έχετε αποσυνδεθεί από τη σύσκεψη. Πατήστε πιο κάτω για να συνδεθείτε ξανά.",,"None",,"All",,"Skype for Business for iOS",,""
"You've been disconnected from the conference.",,"Έχετε αποσυνδεθεί από τη διάσκεψη.",,"None",,"All",,"Skype for Business for iOS",,""
"A presenter locked the video spotlight on someone.",,"Ένας παρουσιαστής κλείδωσε την ανάδειξη εικόνας σε κάποιον.",,"None",,"All",,"Skype for Business for iOS",,""
"Everyone is locked on your video.",,"Όλοι είναι κλειδωμένοι στο βίντεό σας.",,"None",,"All",,"Skype for Business for iOS",,""
"No one's locked on your video anymore.",,"Κανείς δεν είναι πλέον κλειδωμένος στο βίντεό σας.",,"None",,"All",,"Skype for Business for iOS",,""
"A presenter unlocked the video spotlight.",,"Ένας παρουσιαστής ξεκλείδωσε την ανάδειξη εικόνας.",,"None",,"All",,"Skype for Business for iOS",,""
"Confirm Callback",,"Επιβεβαίωση επιστροφής κλήσης",,"None",,"All",,"Skype for Business for iOS",,""
"You will receive a call from the server. This may take up to 30 seconds.",,"Θα λάβετε μια κλήση από το διακομιστή. Αυτήν μπορεί να διαρκέσει έως 30 δευτερόλεπτα.",,"None",,"All",,"Skype for Business for iOS",,""
"This will remove %@ from your Contacts list.",,"Η ενέργεια αυτή θα καταργήσει το %@ από τη λίστα επαφών σας.",,"None",,"All",,"Skype for Business for iOS",,""
"Contact",,"Επαφή",,"None",,"All",,"Skype for Business for iOS",,""
"Contacts",,"Επαφές",,"None",,"All",,"Skype for Business for iOS",,""
"Skype for Business can't show your iPad contacts. You can fix that in your iPad settings.",,"Το Skype για επιχειρήσεις δεν μπορεί να εμφανίσει τις επαφές του iPad σας. Μπορείτε να το διορθώσετε αυτό στις ρυθμίσεις του iPad σας.",,"None",,"All",,"Skype for Business for iOS",,""
