"Answer calls from your lock screen with better reliability",,"Mehr Zuverlässigkeit beim Annehmen von Anrufen über den Sperrbildschirm.",,"None",,"All",,"Skype for Business for iOS",,""
"Calls are logged in your Phone app, which makes returning calls faster",,"Anrufe werden in der Telefon-App protokolliert, dadurch sind schnellere Rückrufe möglich.",,"None",,"All",,"Skype for Business for iOS",,""
"Here is your new phone number",,"Hier ist Ihre neue Telefonnummer",,"None",,"All",,"Skype for Business for iOS",,""
"Your admin has changed your Skype for Business phone number. Let your contacts know!",,"Ihr Administrator hat Ihre Skype for Business-Telefonnummer geändert. Informieren Sie Ihre Kontakte!",,"None",,"All",,"Skype for Business for iOS",,""
"Skype for Business phone number changed",,"Skype for Business-Telefonnummer geändert",,"None",,"All",,"Skype for Business for iOS",,""
"If you need to find your phone number later, please check",,"Aktivieren, wenn Sie Ihre Telefonnummer später suchen möchten",,"None",,"All",,"Skype for Business for iOS",,""
"My Info / Profile",,"Meine Info/Profil",,"None",,"All",,"Skype for Business for iOS",,""
"Here is your phone number",,"Hier ist Ihre Telefonnummer",,"None",,"All",,"Skype for Business for iOS",,""
"Make and receive calls with anyone, like you would with your mobile number.",,"Tätigen und empfangen Sie beliebige Anrufe genau so, wie Sie es mit Ihrem Mobiltelefon tun würden.",,"None",,"All",,"Skype for Business for iOS",,""
"Meet your Skype for Business phone number",,"Ihre Skype for Business-Telefonnummer erfahren",,"None",,"All",,"Skype for Business for iOS",,""
"1 Participant",,"1 Teilnehmer",,"None",,"All",,"Skype for Business for iOS",,""
"Online",,"Online",,"None",,"All",,"Skype for Business for iOS",,""
"Tap to open the group card",,"Tippen, um die Gruppenkarte zu öffnen",,"None",,"All",,"Skype for Business for iOS",,""
"Settings",,"Einstellungen",,"None",,"All",,"Skype for Business for iOS",,""
"Organization sign in address",,"Anmeldeadresse der Organisation",,"None",,"All",,"Skype for Business for iOS",,""
"Organizer",,"Organisator",,"None",,"All",,"Skype for Business for iOS",,""
"Other",,"Andere",,"None",,"All",,"Skype for Business for iOS",,""
"Other Contacts",,"Andere Kontakte",,"None",,"All",,"Skype for Business for iOS",,""
"Out to Lunch",,"Mittagspause",,"None",,"All",,"Skype for Business for iOS",,""
"Out of Office",,"Außer Haus",,"None",,"All",,"Skype for Business for iOS",,""
"Pauses Voice Mail",,"Hält Voicemail an",,"None",,"All",,"Skype for Business for iOS",,""
"Plays Voice Mail",,"Spielt Voicemail ab",,"None",,"All",,"Skype for Business for iOS",,""
"%@ has joined the meeting",,"%@ nimmt an der Besprechung teil.",,"None",,"All",,"Skype for Business for iOS",,""
"%@ couldn’t join the meeting",,"%@ konnte an der Besprechung nicht teilnehmen.",,"None",,"All",,"Skype for Business for iOS",,""
"%@ left the meeting",,"%@ hat die Besprechung verlassen.",,"None",,"All",,"Skype for Business for iOS",,""
"Password",,"Kennwort",,"None",,"All",,"Skype for Business for iOS",,""
"Pause Voice Mail",,"Voicemail anhalten",,"None",,"All",,"Skype for Business for iOS",,""
"Added By",,"Hinzugefügt von",,"None",,"All",,"Skype for Business for iOS",,""
"Saved",,"Gespeichert",,"None",,"All",,"Skype for Business for iOS",,""
"Favorites",,"Favoriten",,"None",,"All",,"Skype for Business for iOS",,""
"You need to enter your phone number in Options to get a call back.",,""Sie müssen Ihre Rufnummer in ""Optionen"" eingeben, um einen Rückruf zu empfangen."",,"None",,"All",,"Skype for Business for iOS",,""
"Play Voice Mail",,"Voicemail wiedergeben",,"None",,"All",,"Skype for Business for iOS",,""
"Please sign in to search the company directory.",,"Melden Sie sich an, um das Firmenverzeichnis zu durchsuchen.",,"None",,"All",,"Skype for Business for iOS",,""
"Please wait to be admitted",,"Warten Sie auf die Zulassung zur Besprechung.",,"None",,"All",,"Skype for Business for iOS",,""
"PowerPoint content",,"PowerPoint-Inhalte",,"None",,"All",,"Skype for Business for iOS",,""
"Presence unknown",,"Anwesenheitsstatus nicht bekannt",,"None",,"All",,"Skype for Business for iOS",,""
"A presenter blocked attendees from sending video.",,"Ein Referent hat das Senden von Video durch Teilnehmer gesperrt.",,"None",,"All",,"Skype for Business for iOS",,""
"A presenter blocked attendees from sending video. If you're a presenter, you can turn on your camera and share your video.",,"Ein Referent hat das Senden von Video durch Teilnehmer gesperrt. Wenn Sie ein Referent sind, können Sie Ihre Kamera einschalten und Ihr Video freigeben.",,"None",,"All",,"Skype for Business for iOS",,""
"A presenter unblocked attendees from sending video.",,"Ein Referent hat die Sendesperrung für Video durch Teilnehmer aufgehoben.",,"None",,"All",,"Skype for Business for iOS",,""
"PRESENTERS (%d)",,"REFERENTEN (%d)",,"None",,"All",,"Skype for Business for iOS",,""
"Presenting",,"Präsentation",,"None",,"All",,"Skype for Business for iOS",,""
"Privacy and Cookies",,"Datenschutz und Cookies",,"None",,"All",,"Skype for Business for iOS",,""
"Private call",,"Privater Anruf",,"None",,"All",,"Skype for Business for iOS",,""
"Skype for Business",,"Skype for Business",,"None",,"All",,"Skype for Business for iOS",,""
"Profile",,"Profil",,"None",,"All",,"Skype for Business for iOS",,""
"Make Presenter",,"Status in „Referent“ ändern",,"None",,"All",,"Skype for Business for iOS",,""
"Pull to refresh",,"Zum Aktualisieren ziehen",,"None",,"All",,"Skype for Business for iOS",,""
"Before you accept the use of Push Notifications be aware that all Push Notifications and their content are sent through Apple Push Notification Service and Microsoft’s Push Notification system.",,"Bevor Sie der Verwendung von Pushbenachrichtigungen zustimmen, nehmen Sie zur Kenntnis, dass alle Pushbenachrichtigungen und deren Inhalte über den Apple-Pushbenachrichtigungsdienst und das Microsoft-Pushbenachrichtigungssystem gesendet werden.",,"None",,"All",,"Skype for Business for iOS",,""
"You changed your Push Notifications settings in your %1$@ Notifications Settings, but must launch Skype for Business again to stop the delivery of all notification content.",,"Sie haben die Pushbenachrichtigungseinstellungen in den %1$@-Benachrichtigungseinstellungen geändert, jedoch müssen Sie Skype for Business erneut starten, um die Übermittlung von Benachrichtigungsinhalten zu beenden.",,"None",,"All",,"Skype for Business for iOS",,""
"Push Notifications",,"Pushbenachrichtigungen",,"None",,"All",,"Skype for Business for iOS",,""
"Disabled",,"Deaktiviert",,"None",,"All",,"Skype for Business for iOS",,""
"You'll need to turn on Skype for Business notification from your device settings first before you can receive push notifications.",,"Sie müssen zuerst in Ihren Geräteeinstellungen Skype for Business-Benachrichtigungen aktivieren, um Pushbenachrichtigungen erhalten zu können.",,"None",,"All",,"Skype for Business for iOS",,""
"Not Supported",,"Nicht unterstützt",,"None",,"All",,"Skype for Business for iOS",,""
"Please contact your system admin for additional information on how to enable Push Notifications.",,"Wenden Sie sich an Ihren Systemadministrator für weitere Informationen zum Aktivieren von Pushbenachrichtigungen.",,"None",,"All",,"Skype for Business for iOS",,""
"Supported",,"Unterstützt",,"None",,"All",,"Skype for Business for iOS",,""
"Meet now",,"Jetzt besprechen",,"None",,"All",,"Skype for Business for iOS",,""
"Awesome! Would you rate us in the App Store?",,"Prima! Würden Sie uns im App Store bewerten?",,"None",,"All",,"Skype for Business for iOS",,""
"Sorry to hear that. Would you mind giving us some feedback?",,"Es tut uns Leid, das zu hören. Könnten Sie uns dazu Feedback geben?",,"None",,"All",,"Skype for Business for iOS",,""
"Do you like %@?",,"Mögen Sie %@?",,"None",,"All",,"Skype for Business for iOS",,""
"Rejoin",,"Wieder teilnehmen",,"None",,"All",,"Skype for Business for iOS",,""
"-%1$01d:%2$02d",,"-%1$01d:%2$02d",,"None",,"All",,"Skype for Business for iOS",,""
"Remote user has put you on hold.",,"Der Remotebenutzer hat Ihren Anruf auf „Halten“ gesetzt.",,"None",,"All",,"Skype for Business for iOS",,""
"Remote unhold succeeded",,"Das remote Halten des Anrufs wurde aufgehoben.",,"None",,"All",,"Skype for Business for iOS",,""
"Removed from group, %@",,"Von der Gruppe entfernt, %@",,"None",,"All",,"Skype for Business for iOS",,""
"Remove",,"Entfernen",,"None",,"All",,"Skype for Business for iOS",,""
"Remove Contact",,"Kontakt entfernen",,"None",,"All",,"Skype for Business for iOS",,""
"Remove from Group",,"Aus Gruppe entfernen",,"None",,"All",,"Skype for Business for iOS",,""
"Remove from favorites",,"Aus Favoriten entfernen",,"None",,"All",,"Skype for Business for iOS",,""
"Failed to process request.  Please try again.",,"Fehler beim Verarbeiten der Anforderung. Wiederholen Sie den Vorgang.",,"None",,"All",,"Skype for Business for iOS",,""
"Require Wi-Fi For",,"WLAN vorschreiben für",,"None",,"All",,"Skype for Business for iOS",,""
"Require Wi-Fi for video calls",,"Für Videoanrufe WLAN vorschreiben",,"None",,"All",,"Skype for Business for iOS",,""
"When Wi-Fi isn't available, video calls will use your data connection. (That could be a lot of data.)",,"Wenn WLAN nicht verfügbar ist, erfolgen Videoanrufe über Ihre Datenverbindung. (Das können wirklich viele Daten sein.)",,"None",,"All",,"Skype for Business for iOS",,""
"Video calls will always be over Wi-Fi. We'll never use your data connection.",,"Videoanrufe erfolgen immer über WLAN. Ihre Datenverbindung wird in keinem Fall verwendet.",,"None",,"All",,"Skype for Business for iOS",,""
"Require Wi-Fi for VoIP calls",,"Für VoIP-Anrufe WLAN vorschreiben",,"None",,"All",,"Skype for Business for iOS",,""
"When Wi-Fi isn't available, calls will use your data connection.",,"Wenn WLAN nicht verfügbar ist, wird Ihre Datenverbindung für Anrufe verwendet.",,"None",,"All",,"Skype for Business for iOS",,""
"Calls will always be over Wi-Fi. We'll never use your data connection.",,"Anrufe erfolgen immer per WLAN. Ihre Datenverbindung wird in keinem Fall verwendet.",,"None",,"All",,"Skype for Business for iOS",,""
"Require Wi-Fi for meeting content",,"Besprechungsinhalte nur per WLAN",,"None",,"All",,"Skype for Business for iOS",,""
"When Wi-Fi isn't available, we'll use your data connection to get meeting content. (That could be a lot of data.)",,"Wenn WLAN nicht verfügbar ist, erfolgt der Abruf von Besprechungsinhalten über Ihre Datenverbindung. (Das können wirklich viele Daten sein.)",,"None",,"All",,"Skype for Business for iOS",,""
"We'll always use Wi-Fi to get meeting content—never your data connection.",,"Für den Abruf von Besprechungsinhalten wird immer WLAN verwendet – in keinem Fall Ihre Datenverbindung.",,"None",,"All",,"Skype for Business for iOS",,""
"Reset Status",,"Status zurücksetzen",,"None",,"All",,"Skype for Business for iOS",,""
"Getting contacts...",,"Kontakte werden abgerufen...",,"None",,"All",,"Skype for Business for iOS",,""
"Please wait...",,"Bitte warten...",,"None",,"All",,"Skype for Business for iOS",,""
"Retry",,"Wiederholen",,"None",,"All",,"Skype for Business for iOS",,""
"Call ended",,"Anruf beendet",,"None",,"All",,"Skype for Business for iOS",,""
"Call ended, %@",,"Anruf beendet, %@",,"None",,"All",,"Skype for Business for iOS",,""
"Call started",,"Anruf begonnen",,"None",,"All",,"Skype for Business for iOS",,""
"Save Password",,"Kennwort speichern",,"None",,"All",,"Skype for Business for iOS",,""
"Searching the company directory...",,"Das Firmenverzeichnis wird durchsucht...",,"None",,"All",,"Skype for Business for iOS",,""
"See Lobby",,"Wartebereich anzeigen",,"None",,"All",,"Skype for Business for iOS",,""
"Select All",,"Alle auswählen",,"None",,"All",,"Skype for Business for iOS",,""
"Select an account to sign in with",,"Konto für die Anmeldung auswählen",,"None",,"All",,"Skype for Business for iOS",,""
"Send Feedback",,"Feedback senden",,"None",,"All",,"Skype for Business for iOS",,""
"Send Location",,"Standortinformationen senden",,"None",,"All",,"Skype for Business for iOS",,""
"Send Log Files",,"Protokolldateien senden",,"None",,"All",,"Skype for Business for iOS",,""
"Send Report",,"Bericht senden",,"None",,"All",,"Skype for Business for iOS",,""
"Send Text Message",,"SMS senden",,"None",,"All",,"Skype for Business for iOS",,""
"Send as Email",,"Als E-Mail senden",,"None",,"All",,"Skype for Business for iOS",,""
"Upload Sign-In Logs",,"Anmeldeprotokolle hochladen",,"None",,"All",,"Skype for Business for iOS",,""
"Data sharing feature is unavailable due to server connection failure.",,"Die Funktion zur Freigabe von Daten steht aufgrund eines Fehlers bei der Serververbindung nicht zur Verfügung.",,"None",,"All",,"Skype for Business for iOS",,""
"MANAGE DATA USE",,"DATENNUTZUNG VERWALTEN",,"None",,"All",,"Skype for Business for iOS",,""
"These settings manage your data use and potential costs for calls and meetings.",,"Diese Einstellungen steuern Ihre Datennutzung und potenzielle Kosten für Anrufe und Besprechungen.",,"None",,"All",,"Skype for Business for iOS",,""
"[%1$@] %2$@: %3$@",,"[%1$@] %2$@: %3$@",,"None",,"All",,"Skype for Business for iOS",,""
"Share conversation",,"Unterhaltung freigeben",,"None",,"All",,"Skype for Business for iOS",,""
"This presentation has ended because another one has started.",,"Diese Präsentation wurde beendet, da eine andere begonnen hat.",,"None",,"All",,"Skype for Business for iOS",,""
"Photos",,"Fotos",,"None",,"All",,"Skype for Business for iOS",,""
"Pinned Contacts",,"Angeheftete Kontakte",,"None",,"All",,"Skype for Business for iOS",,""
"Recent Contacts",,"Letzte Kontakte",,"None",,"All",,"Skype for Business for iOS",,""
"Select a status to display:",,"Wählen Sie den anzuzeigenden Status aus:",,"None",,"All",,"Skype for Business for iOS",,""
"Help us improve Skype for Business by sending us your sign-in error info.",,"Helfen Sie uns, Skype for Business zu verbessern, indem Sie uns Informationen zu Ihrem Anmeldefehler senden.",,"None",,"All",,"Skype for Business for iOS",,""
"Can we collect some info on this and future sign-in errors? You can always change this later in Options.",,""Dürfen wir ein paar Informationen zu diesem und zukünftigen Anmeldefehlern sammeln? Sie können dies jederzeit in ""Optionen"" ändern."",,"None",,"All",,"Skype for Business for iOS",,""
"Sign Out",,"Abmelden",,"None",,"All",,"Skype for Business for iOS",,""
"Sign in",,"Anmelden",,"None",,"All",,"Skype for Business for iOS",,""
"Sign in as guest",,"Als Gast anmelden",,"None",,"All",,"Skype for Business for iOS",,""
"Sign in with Skype for Business",,"Bei Skype for Business anmelden",,"None",,"All",,"Skype for Business for iOS",,""
"Use another account or set \n advanced sign-in options",,"Ein anderes Konto verwenden \n oder erweiterte Anmeldeoptionen festlegen",,"None",,"All",,"Skype for Business for iOS",,""
"Sign In As",,"Anmelden als",,"None",,"All",,"Skype for Business for iOS",,""
"Sign-in address",,"Anmeldeadresse",,"None",,"All",,"Skype for Business for iOS",,""
"Sign In",,"Anmelden",,"None",,"All",,"Skype for Business for iOS",,""
"Always",,"Immer",,"None",,"All",,"Skype for Business for iOS",,""
"Ask Me",,"Fragen",,"None",,"All",,"Skype for Business for iOS",,""
"Never",,"Nie",,"None",,"All",,"Skype for Business for iOS",,""
"You've been signed out. We need your account info to sign you back in.",,"Sie wurden abgemeldet. Wir benötigen Ihre Kontoinformationen, um Sie wieder anzumelden.",,"None",,"All",,"Skype for Business for iOS",,""
"Signed out",,"Abgemeldet",,"None",,"All",,"Skype for Business for iOS",,""
"Signing in...",,"Anmelden...",,"None",,"All",,"Skype for Business for iOS",,""
"Calls will ring you at work and also ring %@. If that's your mobile number, you’ll receive cellular calls when VoIP is unavailable.",,"Anrufe werden an Ihr Büro und außerdem an %@ geleitet. Wenn dies Ihre Mobilnummer ist, empfangen Sie Anrufe über das Mobilfunknetz, wenn VoIP nicht verfügbar ist.",,"None",,"All",,"Skype for Business for iOS",,""
"Calls will ring you at work and also ring %@",,"Anrufe gehen bei der Arbeit und bei %@ ein.",,"None",,"All",,"Skype for Business for iOS",,""
"Calls will ring you at work and also ring %@. You won't get calls on your iPad when VoIP is unavailable.",,"Anrufe gehen bei der Arbeit und bei %@ ein. Sie erhalten keine Anrufe auf Ihrem iPad, wenn VoIP nicht verfügbar ist.",,"None",,"All",,"Skype for Business for iOS",,""
"Simultaneously Ring",,"Gleichzeitig anrufen",,"None",,"All",,"Skype for Business for iOS",,""
"Skip",,"Überspringen",,"None",,"All",,"Skype for Business for iOS",,""
"Skype",,"Skype",,"None",,"All",,"Skype for Business for iOS",,""
"%1$d of %2$d",,"%1$d von %2$d",,"None",,"All",,"Skype for Business for iOS",,""
"Slide %1$d of %2$d",,"Folie %1$d von %2$d",,"None",,"All",,"Skype for Business for iOS",,""
"%d Participants",,"%d Teilnehmer",,"None",,"All",,"Skype for Business for iOS",,""
"Sort by availability",,"Nach Verfügbarkeit sortieren",,"None",,"All",,"Skype for Business for iOS",,""
"Speaker",,"Lautsprecher",,"None",,"All",,"Skype for Business for iOS",,""
"Speaker off",,"Lautsprecher aus",,"None",,"All",,"Skype for Business for iOS",,""
"Speaker on",,"Lautsprecher ein",,"None",,"All",,"Skype for Business for iOS",,""
"Start IM",,"Chat starten",,"None",,"All",,"Skype for Business for iOS",,""
"Start My Video",,"Mein Video starten",,"None",,"All",,"Skype for Business for iOS",,""
"Start Skype for Business",,"Skype for Business starten",,"None",,"All",,"Skype for Business for iOS",,""
"Start Viewing",,"Anzeige starten",,"None",,"All",,"Skype for Business for iOS",,""
"Start using Skype for Business",,"Skype for Business verwenden",,"None",,"All",,"Skype for Business for iOS",,""
"Collapsed",,"Reduziert",,"None",,"All",,"Skype for Business for iOS",,""
"Expanded",,"Erweitert",,"None",,"All",,"Skype for Business for iOS",,""
"Status",,"Status",,"None",,"All",,"Skype for Business for iOS",,""
"Stop My Video",,"Mein Video beenden",,"None",,"All",,"Skype for Business for iOS",,""
"Stop Viewing",,"Anzeige beenden",,"None",,"All",,"Skype for Business for iOS",,""
"Sure",,"Klar",,"None",,"All",,"Skype for Business for iOS",,""
"Swap Pic-in-Pic",,"Bild-in-Bild tauschen",,"None",,"All",,"Skype for Business for iOS",,""
"Swap Preview",,"Vorschau vertauschen",,"None",,"All",,"Skype for Business for iOS",,""
"Switch Camera",,"Kamera wechseln",,"None",,"All",,"Skype for Business for iOS",,""
"Sync to presenter view",,"Zur Referentenansicht synchronisieren",,"None",,"All",,"Skype for Business for iOS",,""
"TTY",,"TTY",,"None",,"All",,"Skype for Business for iOS",,""
"TTY is turned on",,"TTY ist aktiviert.",,"None",,"All",,"Skype for Business for iOS",,""
"Tap to type",,"Zur Texteingabe tippen",,"None",,"All",,"Skype for Business for iOS",,""
"Team-Call Members",,"Teamanrufmitglieder",,"None",,"All",,"Skype for Business for iOS",,""
"your team-call group members",,"den Mitgliedern Ihrer Teamanrufgruppe",,"None",,"All",,"Skype for Business for iOS",,""
"Do you want to try it?",,"Möchten Sie es ausprobieren?",,"None",,"All",,"Skype for Business for iOS",,""
"Go to Microsoft Teams?",,"Zu Microsoft Teams wechseln?",,"None",,"All",,"Skype for Business for iOS",,""
"Skype for Business is upgrading to\nMicrosoft Teams.",,"Skype for Business wird auf Microsoft Teams aktualisiert.",,"None",,"All",,"Skype for Business for iOS",,""
"Your IMs and calls are being sent to\nMicrosoft Teams!",,"Ihre Chatnachrichten und Anrufe werden an\nMicrosoft Teams gesendet.",,"None",,"All",,"Skype for Business for iOS",,""
"Your calls are being sent to\nMicrosoft Teams!",,"Ihre Anrufe werden an Microsoft\nTeams gesendet.",,"None",,"All",,"Skype for Business for iOS",,""
"Your IMs are being sent to\nMicrosoft Teams!",,"Ihre Chatnachrichten werden an\nMicrosoft Teams gesendet.",,"None",,"All",,"Skype for Business for iOS",,""
"Sign in with different account",,"Melden Sie sich mit einem anderen Konto an",,"None",,"All",,"Skype for Business for iOS",,""
"Microsoft Teams goes\n beyond Meetings",,"Microsoft Teams bietet mehr\n als Besprechungen",,"None",,"All",,"Skype for Business for iOS",,""
"If you need to join a Skype for Business\n meeting or see past conversations, go ahead\n and start Skype for Business.",,"Wenn Sie an einer Skype for Business-Besprechung\n teilnehmen oder frühere Unterhaltungen einsehen\n möchten, starten Sie einfach Skype for Business.",,"None",,"All",,"Skype for Business for iOS",,""
"Go To Teams",,"Weiter zu Teams",,"None",,"All",,"Skype for Business for iOS",,""
"We'll help you find your contacts, chats,\n and more once you go to Teams.",,"Wir helfen Ihnen nach dem Wechsel zu Teams,\n Ihre Kontakte, Chats und anderen Inhalte zu finden.",,"None",,"All",,"Skype for Business for iOS",,""
"Your organization is now\n using Microsoft Teams!",,"Ihre Organisation verwendet\n jetzt Microsoft Teams!",,"None",,"All",,"Skype for Business for iOS",,""
"Tentative",,"Unter Vorbehalt",,"None",,"All",,"Skype for Business for iOS",,""
"%@, Tentative",,"%@, unter Vorbehalt",,"None",,"All",,"Skype for Business for iOS",,""
"Terms of Use",,"Nutzungsbedingungen",,"None",,"All",,"Skype for Business for iOS",,""
"The recipient",,"Der Empfänger",,"None",,"All",,"Skype for Business for iOS",,""
"Third Party Notices",,"Hinweis zu Drittanbietern",,"None",,"All",,"Skype for Business for iOS",,""
"This is a call for %@",,"Dies ist ein Anruf für %@",,"None",,"All",,"Skype for Business for iOS",,""
"%1$@ to %2$@",,"%1$@ bis %2$@",,"None",,"All",,"Skype for Business for iOS",,""
"All day",,"Ganztägig",,"None",,"All",,"Skype for Business for iOS",,""
"Recent",,"Zuletzt verwendete",,"None",,"All",,"Skype for Business for iOS",,""
"phone contacts",,"Telefonkontakte",,"None",,"All",,"Skype for Business for iOS",,""
"Search for contacts",,"Nach Kontakten suchen",,"None",,"All",,"Skype for Business for iOS",,""
"groups",,"Gruppen",,"None",,"All",,"Skype for Business for iOS",,""
"timeline",,"Timeline",,"None",,"All",,"Skype for Business for iOS",,""
"Upcoming",,"Anstehende",,"None",,"All",,"Skype for Business for iOS",,""
"is inviting you to a conversation",,"lädt Sie zu einer Unterhaltung ein.",,"None",,"All",,"Skype for Business for iOS",,""
"TODAY",,"HEUTE",,"None",,"All",,"Skype for Business for iOS",,""
"Double-tap to toggle selection.",,"Doppeltippen Sie, um die Auswahl zu wechseln.",,"None",,"All",,"Skype for Business for iOS",,""
"TOMORROW",,"MORGEN",,"None",,"All",,"Skype for Business for iOS",,""
"Too many results; try refining your search.",,"Zu viele Ergebnisse. Verfeinern Sie Ihre Suchparameter.",,"None",,"All",,"Skype for Business for iOS",,""
"Transfer call",,"Anruf durchstellen",,"None",,"All",,"Skype for Business for iOS",,""
"Transferred by %@",,"Durchgestellt von %@",,"None",,"All",,"Skype for Business for iOS",,""
"Transferring to %@...",,"Durchstellen an %@...",,"None",,"All",,"Skype for Business for iOS",,""
"We can't connect to the server right now. Please try again.",,"Zurzeit kann keine Serververbindung hergestellt werden. Versuchen Sie es erneut.",,"None",,"All",,"Skype for Business for iOS",,""
"OK",,"OK",,"None",,"All",,"Skype for Business for iOS",,""
"Unknown",,"Unbekannt",,"None",,"All",,"Skype for Business for iOS",,""
"Unknown Caller",,"Unbekannter Anrufer",,"None",,"All",,"Skype for Business for iOS",,""
"Unmute",,"Stummschaltung aufheben",,"None",,"All",,"Skype for Business for iOS",,""
"Unmute Speaker",,"Stummschaltung für Lautsprecher aufheben",,"None",,"All",,"Skype for Business for iOS",,""
"Unmuted",,"Stummschaltung aufgehoben",,"None",,"All",,"Skype for Business for iOS",,""
"Updated %1$@ %2$@",,"Aktualisiert: %1$@ %2$@",,"None",,"All",,"Skype for Business for iOS",,""
"Getting things ready...",,"Vorbereitung läuft...",,"None",,"All",,"Skype for Business for iOS",,""
"Preparing next section...",,"Nächster Abschnitt wird vorbereitet...",,"None",,"All",,"Skype for Business for iOS",,""
"Current section: %@%% Complete",,"Aktueller Abschnitt: %@%% abgeschlossen",,"None",,"All",,"Skype for Business for iOS",,""
"Updating Oregon Speakerphone",,"„Oregon Speakerphone“ wird aktualisiert",,"None",,"All",,"Skype for Business for iOS",,""
"Updating...",,"Wird aktualisiert...",,"None",,"All",,"Skype for Business for iOS",,""
"Urgent interruptions only",,"Nur dringende Unterbrechungen",,"None",,"All",,"Skype for Business for iOS",,""
"Use Skype for Business Credentials",,"Skype for Business - Anmeldung verwenden",,"None",,"All",,"Skype for Business for iOS",,""
"Use Mobile",,"OK",,"None",,"All",,"Skype for Business for iOS",,""
"Please use your phone's call controls for this call.",,"Verwenden Sie die Anrufsteuerelemente Ihres Telefons für diesen Anruf.",,"None",,"All",,"Skype for Business for iOS",,""
"Don't Allow",,"Nicht zulassen",,"None",,"All",,"Skype for Business for iOS",,""
"User Name",,"Benutzername",,"None",,"All",,"Skype for Business for iOS",,""
"Skype for Business Online users: username@domain.com\nAll other users: domain\\username",,"Skype for Business Online-Benutzer: benutzername@domaene.com\nAlle anderen Benutzer: domaene\\benutzername",,"None",,"All",,"Skype for Business for iOS",,""
"X/2",,"X/2",,"None",,"All",,"Skype for Business for iOS",,""
"Play the voicemail slower at half the speed",,"Die Voicemail langsamer, mit halber Geschwindigkeit, wiedergeben",,"None",,"All",,"Skype for Business for iOS",,""
"1X",,"1X",,"None",,"All",,"Skype for Business for iOS",,""
"Play the voicemail at regular speed",,"Die Voicemail mit normaler Geschwindigkeit wiedergeben",,"None",,"All",,"Skype for Business for iOS",,""
"2X",,"2X",,"None",,"All",,"Skype for Business for iOS",,""
"Play the voicemail faster at twice the speed",,"Die Voicemail schneller, mit doppelter Geschwindigkeit, wiedergeben",,"None",,"All",,"Skype for Business for iOS",,""
"Voice Mail",,"Voicemail",,"None",,"All",,"Skype for Business for iOS",,""
"Video call from %@",,"Videoanruf von %@",,"None",,"All",,"Skype for Business for iOS",,""
"Video Conference",,"Videokonferenz",,"None",,"All",,"Skype for Business for iOS",,""
"Video conference from %@",,"Videokonferenz von %@",,"None",,"All",,"Skype for Business for iOS",,""
"You won’t be able to see or share video.",,"Sie können Video weder freigeben noch anzeigen.",,"None",,"All",,"Skype for Business for iOS",,""
"is sharing video",,"gibt Video frei",,"None",,"All",,"Skype for Business for iOS",,""
"Someone is sharing video",,"Jemand gibt Video frei.",,"None",,"All",,"Skype for Business for iOS",,""
"%@ is sharing video",,"%@ gibt Video frei.",,"None",,"All",,"Skype for Business for iOS",,""
"Video Menu",,"Videomenü",,"None",,"All",,"Skype for Business for iOS",,""
"Video capable",,"Videofähig",,"None",,"All",,"Skype for Business for iOS",,""
"Video is locked on you.",,"Das Videospotlight ist fest auf Sie eingestellt.",,"None",,"All",,"Skype for Business for iOS",,""
"The video portion of the call was not accepted.  The call will continue with audio only.",,"Der Videoteil des Anrufs wurde nicht akzeptiert. Der Anruf wird nur mit dem Audiosignal fortgesetzt.",,"None",,"All",,"Skype for Business for iOS",,""
"View",,"Anzeigen",,"None",,"All",,"Skype for Business for iOS",,""
"See Contact Card",,"Visitenkarte anzeigen",,"None",,"All",,"Skype for Business for iOS",,""
"See Participants",,"Teilnehmer anzeigen",,"None",,"All",,"Skype for Business for iOS",,""
"View Participants List",,"Teilnehmerliste anzeigen",,"None",,"All",,"Skype for Business for iOS",,""
"View your current settings",,"Die aktuellen Einstellungen anzeigen",,"None",,"All",,"Skype for Business for iOS",,""
"VoIP Always",,"Immer VoIP",,"None",,"All",,"Skype for Business for iOS",,""
"Wi-Fi will be used when available - then use your data plan",,"Wenn verfügbar, wird WLAN verwendet. Verwenden Sie ansonsten Ihre mobile Datenverbindung.",,"None",,"All",,"Skype for Business for iOS",,""
"VoIP over Wi-Fi only",,"Nur VoIP über WLAN",,"None",,"All",,"Skype for Business for iOS",,""
"If Wi-Fi is not available we will call you on %@",,"Wenn WLAN nicht verfügbar ist, rufen wir Sie an unter %@",,"None",,"All",,"Skype for Business for iOS",,""
"Voice",,"VoIP",,"None",,"All",,"Skype for Business for iOS",,""
"Voice Only",,"Nur VoIP",,"None",,"All",,"Skype for Business for iOS",,""
"Voice Settings",,"Sprachanrufeinstellungen",,"None",,"All",,"Skype for Business for iOS",,""
"Voice and IM Unavailable",,"Kein VoIP und Chat",,"None",,"All",,"Skype for Business for iOS",,""
"Voice and Video Only",,"Nur Sprache und Video",,"None",,"All",,"Skype for Business for iOS",,""
"Voice mail",,"Voicemail",,"None",,"All",,"Skype for Business for iOS",,""
"Voice mail from %1$@, duration %2$@ from %3$@",,"Voicemail von %1$@, Dauer: %2$@, vom %3$@",,"None",,"All",,"Skype for Business for iOS",,""
